url,segment_no,cumle_icerigi,sozcuk_sayisi
https://www.indyturkish.com/node/171366/bilim/hubble-uzay-teleskopu-atlas-kuyrukluyıldızının-parçalandığı-anı-görüntüledi,12,hubble uzay teleskopu karanlık enerjinin keşfi dahil olmak üzere sayıda keşfin yapılmasını sağladı,13
https://www.indyturkish.com/node/171366/bilim/hubble-uzay-teleskopu-atlas-kuyrukluyıldızının-parçalandığı-anı-görüntüledi,13,independent türkçe space,3
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,0,bilim insanları insan beynindeki dil yetisiyle ilişkili bağlantılara dair eski kökeni keşfederek özelliğin evrimsel kökenini tahmin edilenden milyon yıl eskiye uzandığını gösterdi şimdiye dek alandaki çoğu araştırmacı konuşmayı sağlayan beyin yollarının öncüllerinin yaklaşık milyon yıl önce insan şempanze türlerinin ortak atasıyla ortaya çıktığını düşünüyordu newcastle üniversitesi nin haberine göre sinirbilimciler açısından yakın türleri kıyaslayarak elde ettikleri bulgular evrim tarihine ışık tutan fosillerle benzer bir değer taşıyor,66
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,1,çünkü kemiklerin aksine beynin yumuşak dokusu fosilleşemiyor bu nedenle bilim insanlarının ortak atalardaki beyinlerle ilgili sonuçlara ulaşmak yaşayan primatların beyin taramalarının insanınkiyle kıyaslanması dolaylı araştırmalara başvurması gerekiyor araştırmaya öncülük eden newcastle üniversitesi tıp bilimleri fakültesi nden profesör chris petkov şunları söyledi bu uzun süredir var olmayan bir atanın yeni bir fosilini bulmak,52
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,2,aynı zamanda henüz keşfedilmemiş eski bir kökenin olabileceği ihtimali heyecan verici hakemli bilim dergisi nature neuroscience yayımlanan makalede avrupalı abd li araştırmacılardan oluşan uluslararası ekip bir beyin görüntüleme çalışması gerçekleştirerek insanların kuyruksuz maymunların ape maymunların beyinlerindeki işitmeden sorumlu bölgeyi sinir yollarını analiz etti,43
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,3,ekip insan beyninde işitme bölgesiyle konuşma lisanın anlaşılması karmaşık işlevlerinden sorumlu frontal lob arasındaki bir sinir yoluna arcuate fasciculus odaklandı araştırmaya göre sözlü konuşma dil insana özgü olsa insan diğer primatların işitme yolunda benzerlikler keşfedildi,35
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,4,bu işitmeyi kavrama sözlü iletişimin evrimsel kökeninin diğer primatlarla ortak kökene dayanıyor olabileceğine işaret ediyor petkov şöyle açıkladı bunu öngördük ancak insanın dil yetisi yolunun insan dışı primatların işitme sisteminde evrimsel kökene sahip olup olmadığından emin olamayız,37
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,5,kabul etmeliyim insan dışı primatların işitme sisteminde benzer bir yolun göz önünde olup fark edilmediğini görmek bizi şaşkına çevirdi araştırmacılar diğer primatlarda bulunan benzer yolağı evrimsel prototip olarak isimlendiriyor yeni araştırma aynı zamanda insanın dil yetisi yolundaki gerçekleşen kayda değer dönüşüme ışık tutuyor,43
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,6,diğer primatlarda yol beynin iki yarıküresinde görece eşit yer tutuyor,10
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,7,ancak insana özgü önemli farklılıklardan birisi sol yarıküredeki yol güçlenirken sağ yarıküredeki yolun evrimsel prototipten uzaklaşarak beynin işitmeyle ilişkili olmayan bölgelerine katılmış olması ekip dünya çapındaki bilimsel camiaya açık şekilde paylaşılan beyin taramalarını kullanırken aynı zamanda elde edilen yeni beyin taramaları dünyadaki diğer araştırmalara katkı sağlaması paylaşıldı öte yandan araştırmacılar insanın dil yetisi yolunun işitsel öncülünün eski olabileceğini öngörüyor çalışmalarının insana uzak hayvanlarda bulunan eski evrimsel kökeni bir sonraki beyin fosili yapılacak nörobiyoloji araştırmalarının önünü açmasını umuyor yeni makalenin kıdemli yazarı newcastle üniversitesi nde uzman nörolog profesör timothy griffiths çalışmaları hakkında yorumları yaptı bu keşif insan işitsel algısının dil yetisinin model hayvanlarda insan kuyruksuz maymunlarda mümkün olmayan hangi boyutlarıyla araştırılabileceğinin anlaşılması açısından muazzam bir potansiyel taşıyor,116
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,8,bu çalışma aynı zamanda nöroloji hastalarını içeren hazırlık aşamasındaki yeni araştırmalara şimdiden ilham verdi,14
https://www.indyturkish.com/node/169511/bilim/britanyalı-nörobilimcilerin-yeni-keşfi-insan-beynindeki-dil-yetisinin-kökeni-en-az,9,independent türkçe newcastle üniversitesiindependent türkçe çeviren umut can yıldız,9
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,0,cruise gemisi olarak bilinen kruvaziyerlerdeki yolcuların çoğu karaya döndü ancak tayfanın durumu pek iyi değil the guardian ın haberine göre dünyadaki kruvaziyer salgınla boğuşurken yüz binden fazla çalışan büyük gezinti gemilerinde mahsur kaldı,33
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,1,kruvaziyerlerde çalışan kişinin koronavirüs yüzünden öldüğü onlarcasının gemilerden alınarak hastaneye kaldırıldığı bildiriliyor limanlara yanaşmalarına izin verilmeyen kruvaziyerlerde çalışanlar memleketlerine havayoluyla dönemiyor galapagos tan dubai ye dünyanın dört bir yanına dağılmış kruvaziyer tayfasının önemli bir kısmı dar kabinlerinde yaşamını sürdürürken bazılarının maaşı kesildi,42
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,2,çoğunun dış dünyayla iletişimi kısıtlı olduğu durumları tam olarak bilinemiyor bu bölüm konuyla ilgili referans noktalarını içerir,17
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,3,related nodes field i̇sminin verilmemesi şartıyla gazeteye internet üzerinden açıklamalarda bulunan bir msc seaview çalışanı gemiden tahliye edilen bir iş arkadaşına yapılan testin sonucu pozitif çıkana kadar serbestçe dolaşabildiklerini ancak artık sosyal mesafeyi korumak kabinlerde kalmak zorunda olduklarını ifade etti,40
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,4,hepimizin ailesi var eve gitmek istiyoruz,6
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,5,ne zaman eve gideceğimize dair bilgi vermediler,7
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,6,tutsak kabindeyiz diyen msc seaview çalışanı yaklaşık bir aydır güney amerika açıklarında mahsur kaldıklarını belirterek artık kendilerine maaş verilmediğini söyledi msc den yapılan açıklamadaysa gemiler yeniden işe başlayana kadar bütün çalışanların evlerine dönmesi yapılan çalışmaların sürdüğü belirtildi,37
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,7,bu çalışmalar hakkında somut detay verilmezken gemilerde kalan herkese ücret almaksızın yemek konaklama kişisel kullanım misafir kabini sunuyoruz,18
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,8,menülerimizi iyileştirdik ücretsiz internet sağlıyoruz ifadesi kullanıldı uluslararası kruvaziyer hatları birliği cruise lines international association clia açıklamayı yaptı uçuş yasakları limanların kapatılması lojistik zorluklar yarattı,25
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,9,dünya çapında hükümetlere limanlara seslenerek gemilerin limanlara girmesini böylece gemilerdekilerin evlerine hızlı güvenli bir şekilde gitmesine izin vermelerini istiyoruz sektör hakkında kitap yazan akademisyen ross klein tayfanın çoğunun filipinler endonezya hindistan gelişmekte olan ülkelerden olduğunu haftada gün çalışarak ayda bin ila bin amerikan doları kazandığını belirtti deniz hukuku alanında uzmanlaşan avukat john hickey tayfaların bazıları sahipsiz topraklarda,57
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,10,mutlu değiller korkuyorlar diyerek çalışanları koruyacak hukuki altyapının eksikliğini işaret etti,11
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,11,az vergi ödemek panama liberya ülkelerin bayrağını taşıyan kruvaziyerlerde çalışanlarla ülkelerin ilgilenmediğini vurguladı kruvaziyerlerle yapılan turlar mart ta dünya çapında askıya alınmıştı,22
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,12,pek limanın gemilere önce kapatıldığı düşünüldüğünde aylardır denizde mahsur kalanlar var,11
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,13,gemilerde binlerce kişinin virüse yakalandığı tahmin edilirken suni solunum cihazı eksiklikler korkuları büyütüyor,13
https://www.indyturkish.com/node/171731/yaşam/dev-tur-gemileri-onlara-hapis-oldu-100-bini-aşkın-tayfa-denizde-hâlâ-mahsur,14,şirketlerse gerekli önlemlerin alındığını belirterek endişelecek bir olmadığını öne sürüyor independent türkçe the guardian,14
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,0,michigan infaz kurumlarındaki test sonuçları virüsün kapalı popülasyonlarda kadar hızlı yayılabileceğini gösterirken açılan toplu davada eyaletteki mahkumların koronavirüs salgınına karşı korunması yeterli tedbirlerin alınmadığı öne sürüldü eyaletteki bin mahkum adına michigan i̇nfaz departmanına mdoc karşı çarşamba günü açılan davada mahkumlara kovid bulaşına engel olacak hayati nitelikteki önleyici tedbirlere tam eşit erişim hakkı tanınmadığı savunuluyor,54
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,1,bu bölüm konuyla ilgili referans noktalarını içerir,7
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,2,related nodes field dava dilekçesinde mdoc nin hasta mahkumların izolasyonunda yeterli test temizlik hijyen tedarikinde sosyal mesafe uygulatılmasına başarısız olduğu söyleniliyor,21
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,3,mahkumlar mahkemeden eyalete abd hastalık kontrol önleme merkezleri nce cdc önerilen koronavirüs kılavuz ilkelerine uyma emri verilmesini talep ediyor öte yandan mdoc yayılımın durdurulması virüsün mahkum popülasyonu üzerindeki etkisinin hafifletilmesi amacıyla kapsamlı bir plan yayımladı,35
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,4,dava dilekçesinde huffpost ta yayımlanan mahkum yorumlarındaysa yeterli tedbir alınmadığı iddia edildi huffpost ta yayımlanan makalede öne sürülen iddiaları reddeden mdoc sözcüsü chris gautz mdoc yayılımın yavaşlatılması mahkum çalışanlarımızın güvende kalması amacıyla son derecede ileriye yönelik çalışmaktadır dedi mdoc cezaevi sistemi genelindeki toplam güncel test sonuçlarını yayımladı,47
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,5,i̇nfaz departmanı mahkumların istikrarlı biçimde test edilmesi hususunda ülkede önde geldiklerini söylüyor,12
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,6,i̇lk başta belirti gösterenler test edilirken anda salgının tespit edildiği yerdeki cezaevi sakinleri teste tabii tutuluyor eyalet çapında cezaevlerinde yapılan bin testin yüzde sini oluşturan bin kovid testi pozitif sonuç verirken mahkum hayatını kaybetti yayımlanan verilerde iki infaz kurumu ön plana çıkıyor,42
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,7,macomb taki mahkumlarda yapılan testlerin yüzde pozitif sonuç verirken bugüne kadar sadece mahkum teste tabii tutulmuş,16
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,8,söz konusu mahkumların halihazırda belirtiler gösteriyor olması sebebiyle virüsün tesiste olduğu büyük etkiyi ölçmek güçleşiyor bununla birlikte hapishane sakinlerinin teste tabii tutulduğu lakeland daki bin mahkumun yüzde sının test sonuçlarının pozitif çıkması virüsün cezaevi ortamında kadar hızlı yayıldığını gösteriyor gautz lakeland daki test sayısındaki artışın kurumdaki popülasyona ilişkin özellikle kaygı duymaları sebebiyle gerçekleştiğini söylüyor,54
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,9,birçok mahkumun belirti göstermemesi sebebiyle hastalığın yayılımını kontrol altında almak güçleşiyordu abc konuşan gautz geçen haftaki testlerde pozitif sonuç elde edilen mahkumların büyük kısmı hiçbir belirti göstermemeleri sebebiyle kafa karışıklığı yaşadı diyor mdoc kullanım dışı bir tesisi yeniden faaliyete geçirerek hasta mahkumları buraya sevk etmeyi diğer mahkumlardan ayırmayı planlıyor,49
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,10,davada mahkemeden michigan i̇nfaz departmanı na virüsün yayılımının engellenmesi amacıyla benzer diğer boş tesislerin açılmasını emretmesi isteniliyor toplu davada davacıları temsil eden dan manville uygun koruyucu önlemlerin uygulanması zaman tükeniyor yazdı cezaevi ortamının bakımevlerine benzer biçimde virüsün yayılması elverişli ortamı oluşturduğu endişesiyle benzer kaygılar abd genelinde dile getiriliyor michigan eyaletinde teyitli kovid vakaları bin ulaşırken resmi verilere göre bin kişinin hayatını yitirdi,62
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,11,i̇çerik orijinal haline bağlı kalınarak çevrilmiştir,6
https://www.indyturkish.com/node/172266/dünya/zaman-tükeniyor-abd-hapishanelerindeki-kovid-19-pozitif-vakaların-sayısı-alarm,12,independent türkçe nin editöryal politikasını yansıtmayabilir https www independent co uk news world americasindependent türkçe çeviren kerim çelik the independent,20
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,0,türkiye cumhuriyet merkez bankası tcmb başkanı murat uysal nin ikinci enflasyon raporu kapsamında mevcut ekonomik durum değelendirmelerini yıl sonu tahminlerini paylaştı,21
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,1,uysal ocak ayında açıklanan ilk raporda yüzde seviyesinde açıklanan sonu enflasyonunu yüzde çektiklerini açıkladı,14
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,2,ocak raporunda yüzde geriledikten sonra orta vadede yüzde düzeyinde istikrar kazanacağı tahmin edilmektedir denilen enflasyon oranı değişikliğe gidilmedi,18
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,3,mevcut para politikası duruşu güçlü politika koordinasyonu altında enflasyonun kademeli olarak hedeflere yakınsayacağı öngörülmektedir diyen murat uysal ın açıklamasına göre enflasyon yılı sonunda yüzde olasılıkla yüzde yüzde aralığında orta noktası yüzde yılı sonunda yüzde yüzde aralığında orta noktası yüzde gerçekleşecek,40
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,4,merkez bankası nın ocakta açıkladığı enflasyon raporunda yüzde olasılıkla enflasyonu yüzde yüzde aralığında enflasyonu yüzde ila yüzde oranında öngörülmüştü,19
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,5,petrol fiyatı tahmini dolardan dolara çekildi yılı ocak enflasyon raporu nda yüzde olarak belirlenen gıda enflasyonu tahmini işlenmemiş gıdadaki son dönem eğilimler turizmde öngörülen yavaşlama dikkate alınarak yüzde çekildi,29
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,6,merkez bankası başkanı küresel talep görünümündeki zayıflamaya bağlı olarak bir önceki raporda ortalama dolar öngörülen petrol fiyatlarının dolara düşürüldüğünü söyledi,20
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,7,paylaştıkları enflasyon tahminini koronavirus salgınının küresel yurt içi piyasalardaki oynaklıklar iktisadi faaliyet üzerindeki etkilerinin yılın ikinci yarısında kademeli olarak zayıflayacağı öngörüsüyle belirlediklerini söyleyen murat uysal salgına bağlı olumsuz etkilerin geçici olacağını yılın ikinci yarısında yurt içi talepte nispeten güçlü erken olmak üzere ekonomideki toparlanmanın başlayacağını öngörüyoruz dedi uysal sağlık tedbirlerinin hafiflemesiyle talep koşullarının enflasyon üzerindeki etkilerinin belirgin hale geleceğini yıllık enflasyondaki düşüşün temmuz ayından itibaren hızlanacağını öngörüyoruz ifadelerini kullandı,69
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,8,dolar lira olmasın döviz satılıp satılmadığı ilgili iddia enflasyon raporunun açıklanmasının ardından gazetecilerin sorularını yanıtlayan murat uysal lirayı gören dolar kurunu uzun süre seviyesinde tutmak kamu bankalarının milyon dolar sattığı yönündeki haberlerle ilgili soruları yanıtladı,35
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,9,bu kapsamda bloomberg news editörü onur ant örtülü bir şekilde yürütülen politikada genel ihtiyacı karşılamanın yanı sıra belli bir kur hedefi savunuluyor görüntüsü var,24
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,10,bu ekonomik saiklerle açıklanabilecek bir midir,6
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,11,şeklindeki soruyu yöneltirken ekonomist uğur gürses örtülü bir şekilde kur savunusu var kur yi geçmesin dursun,16
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,12,bunun bir ekonomik mantığı var,5
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,13,siz kendiniz bahsettiniz bütün gelişen piyasalardan sermaye çıkışı var,9
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,14,sizin bilançonuzdan milyar dolar olduğunu görüyoruz,6
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,15,merkez bankası rezervlerini kaybederken yarım kuruşluk kur savunması milyarlarca dolar kaybetmenin ekonomik mantığı nedir,14
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,16,sorusunu sordu,2
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,17,kur seviyesi bir savunma mekanizmalarının olmadığını finansal istikrar açısından bakılması gerektiğini söyleyerek bazen sadece faizle yönetemeyeceğimiz dönemler olabilir kurdaki istikrarı önemsediğimizin altını çizmek istiyorum dedi şunları söyledi son aylık kur gelişimine baktığımızda kur savunmasının olmadığını net şekilde görebiliriz,38
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,18,mart ayının ikinci haftasından itibaren biraz hızlanmakla birlikte son dönemde kurda kademeli bir değişim tl bir miktar değer kaybının yaşandığını gördük,21
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,19,biz alanda yalnız değiliz,4
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,20,diğer gelişmekte olan ülkelerde yüksek düşük oranda değişimler var,9
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,21,ama tl deki kaybın hemen hemen ortalarda bir yerlerde olduğunu görüyoruz,11
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,22,yaşanan seviye bize herhangi bir kurda savunma hareket tarzı içerisinde olmadığımızı gösteriyor,12
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,23,reel kurun geldiği seviyeyi gözetmemiz lazım,6
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,24,son gelişmelerle birlikte reel kur seviyesi son dönemlerin hemen hemen düşük seviyesine yakın seyrediyor,14
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,25,geçtiğimiz yıl içerisinde reel sektörün firmalarımızın ciddi anlamda borç azaltımına gittiğini görüyoruz firmalarımızın pozisyon azaltmış olması reel kur seviyesi son dönemde reel kurun belirli bir hareket yapmış olması aynı zamanda yerleşiklerin büyük ölçüde dolarize olmuş olması konuları göz önünde bulundurduğumuzda kur seviyesi ilgili bir savunma mekanizmamız olmadığını söyleyebiliriz,48
https://www.indyturkish.com/node/171656/ekonomi̇/doların-699’da-kalıp-7-liraya-çıkmaması-için-“kur-savunması”-yapılıp,26,independent türkçe,2
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,0,ing basketbol süper ligi takımlarından anadolu efes in başantrenörü ergin ataman instagram hesabında takipçilerinden gelen soruları yanıtlayarak basketbolda liglerin oynanması yönünde umutlu olduğunu söyledi ataman pozitif bir insan olduğunu belirterek bu şartlarda türkiye ligi avrupa ligi nin oynanmayacağını düşünenler var,40
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,1,böyle düşünürsek analiz yapmayı bırakmam lazım,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,2,liglerin ertelendiği günden beri maçların yeniden başlayacağına inanıyoruz değerlendirmesinde bulundu,10
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,3,oyuncuları fiziksel mental olarak diri tutmaya çalıştıklarını kaydeden ataman ifadeleri kullandı biz oynayarak şampiyon olmak istiyoruz hepimiz düşüncedeyiz,18
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,4,biz sahada bütün sezon ortaya koyduğumuz emeğin karşılığını kupayı kaldırarak almak istiyoruz,12
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,5,belki maçlar seyircisiz oynanacak eminim ekran başında bizi izleyen izleyicilerimiz tadına varamadıkları göze hoş gelen anadolu efes basketbolunu li finallerde finalde görmek istiyorlar,23
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,6,i̇nşallah güzel olur hepimiz beklemedeyiz,5
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,7,her oyuncuya bir top yaptık yeni tip koronavirüs salgını nedeniyle i̇stanbul da kalan oyuncuların gruplar halinde merter deki tesislere gelerek hijyen kurallarına uygun şekilde çalıştığını vurgulayan ataman evinde çalışma imkanı olmayan oyuncularımız haftadır tesislerde çalışıyor,35
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,8,tesisleri günde saat açıyoruz,4
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,9, oyuncu geliyor,2
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,10,i̇ki yardımcı antrenör denetiminde çalışıyorlar,5
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,11,her oyuncuya bir top yaptık,5
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,12,soyunma odasına girmeden tamamen bireysel çalışıyorlar,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,13,ben zaman zaman gidip orta sahada onları takip ediyorum konuştu takımın önemli oyuncusu shane larkin in dönmek sabırsızlandığını aktaran ataman larkin sıkıldı,22
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,14,ne zaman döneceğim bizi sürekli sıkıştırıyor,6
